mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_kbest__k,param_svc__C,param_svc__kernel,param_svc__gamma,param_svc__coef0,param_svc__degree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.326403904,0.040354616,0.01116786,0.002512589,10,6.667,poly,scale,0,3,"{'kbest__k': 10, 'svc__C': 6.667000000000001, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.819050036,0.775570278,0.786564929,0.937280652,0.834564494,0.830606078,0.057440818,96
3.729741287,1.9092505,0.012740469,0.003412884,10,5.556,poly,1,0,2,"{'kbest__k': 10, 'svc__C': 5.556, 'svc__coef0': 0, 'svc__degree': 2, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.864809591,0.740005536,0.92219248,0.852938715,0.767833298,0.829555924,0.066633418,98
0.556891775,0.032181143,0.055239964,0.003791268,20,3.334,rbf,0.1,,,"{'kbest__k': 20, 'svc__C': 3.334, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.8181492,0.898906923,0.767600964,0.842991994,0.819320742,0.829393965,0.042575221,99
0.61343894,0.109002463,0.051913261,0.045455854,20,2.223,poly,scale,0,3,"{'kbest__k': 20, 'svc__C': 2.223, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.785069105,0.878163791,0.814375086,0.819320742,0.848441931,0.829074131,0.031725508,100
0.288761759,0.057444626,0.010306931,0.0007679,10,10,poly,0.1,0,3,"{'kbest__k': 10, 'svc__C': 10.0, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.804883091,0.785069105,0.805564812,0.925640334,0.820330093,0.828297487,0.049945592,101
0.309280777,0.067699974,0.011531067,0.000972018,10,10,poly,scale,0,3,"{'kbest__k': 10, 'svc__C': 10.0, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.804883091,0.785069105,0.805564812,0.925640334,0.820330093,0.828297487,0.049945592,101
2.074970913,1.075431573,0.011020422,0.001202158,10,2.223,poly,1,0,2,"{'kbest__k': 10, 'svc__C': 2.223, 'svc__coef0': 0, 'svc__degree': 2, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.860798483,0.722523372,0.92219248,0.876420011,0.756819021,0.827750673,0.075477416,103
0.585316086,0.039921862,0.052470112,0.006418476,20,2.223,rbf,0.1,,,"{'kbest__k': 20, 'svc__C': 2.223, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.806061577,0.887086241,0.767600964,0.857083012,0.819320742,0.827430507,0.041328081,104
1.451665497,0.556537765,0.01059618,0.001968974,15,3.334,poly,1,0,2,"{'kbest__k': 15, 'svc__C': 3.334, 'svc__coef0': 0, 'svc__degree': 2, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.891693791,0.902590692,0.787389876,0.805564812,0.747246709,0.826897176,0.060478431,105
0.528371143,0.021335175,0.025532818,0.013819328,20,3.334,poly,scale,0,3,"{'kbest__k': 20, 'svc__C': 3.334, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.794835452,0.853736891,0.814375086,0.83095856,0.838824235,0.826546045,0.020313839,106
0.343703032,0.013524967,0.017756891,0.00385225,10,0.001,poly,1,0,3,"{'kbest__k': 10, 'svc__C': 0.001, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.819050036,0.746406282,0.898571926,0.884866422,0.781111006,0.826001135,0.058532767,107
0.318013525,0.028752137,0.014606476,0.002701465,10,1.112,poly,0.1,0,3,"{'kbest__k': 10, 'svc__C': 1.1119999999999999, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.819050036,0.746406282,0.898571926,0.884866422,0.781111006,0.826001135,0.058532767,107
0.334516478,0.022871103,0.016505814,0.002572044,10,1.112,poly,scale,0,3,"{'kbest__k': 10, 'svc__C': 1.1119999999999999, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.819050036,0.746406282,0.898571926,0.884866422,0.781111006,0.826001135,0.058532767,107
1.761249733,0.46558209,0.011837673,0.001843311,15,2.223,poly,1,0,2,"{'kbest__k': 15, 'svc__C': 2.223, 'svc__coef0': 0, 'svc__degree': 2, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.905115282,0.884416573,0.787389876,0.815673627,0.736326355,0.825784343,0.062145361,110
0.519077682,0.047083548,0.055323362,0.005937264,20,1.112,rbf,0.1,,,"{'kbest__k': 20, 'svc__C': 1.1119999999999999, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.825882513,0.902590692,0.726851576,0.871038899,0.797143852,0.824701506,0.060908632,111
0.284098148,0.049954686,0.0106637,0.000495721,10,7.778,poly,0.1,0,3,"{'kbest__k': 10, 'svc__C': 7.7780000000000005, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.819050036,0.770620867,0.786564929,0.925640334,0.820330093,0.824441252,0.054071195,112
0.320420408,0.057522002,0.012010765,0.000530292,10,7.778,poly,scale,0,3,"{'kbest__k': 10, 'svc__C': 7.7780000000000005, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.819050036,0.770620867,0.786564929,0.925640334,0.820330093,0.824441252,0.054071195,112
0.380257225,0.010917324,0.015792704,0.00040461,20,4.445,poly,scale,0,3,"{'kbest__k': 20, 'svc__C': 4.445, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.80907834,0.843264621,0.802071755,0.819320742,0.848441931,0.824435478,0.018401004,114
0.40672164,0.011806095,0.016659975,0.001801702,15,2.223,poly,scale,0,3,"{'kbest__k': 15, 'svc__C': 2.223, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.801008587,0.873553316,0.790191669,0.859262974,0.79573981,0.823951271,0.035126182,115
0.541064215,0.018059729,0.05567174,0.004329769,20,5.556,rbf,0.1,,,"{'kbest__k': 20, 'svc__C': 5.556, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.794379373,0.910633276,0.752544488,0.842991994,0.816591831,0.823428192,0.052730519,116
0.55110445,0.006801057,0.05746851,0.004949595,20,6.667,rbf,0.1,,,"{'kbest__k': 20, 'svc__C': 6.667000000000001, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.794379373,0.910633276,0.752544488,0.842991994,0.816591831,0.823428192,0.052730519,116
0.589170265,0.04017764,0.055618429,0.008440345,20,7.778,rbf,0.1,,,"{'kbest__k': 20, 'svc__C': 7.7780000000000005, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.794379373,0.910633276,0.752544488,0.842991994,0.816591831,0.823428192,0.052730519,116
3.056120872,1.688976561,0.01470933,0.0062771,10,3.334,poly,1,0,2,"{'kbest__k': 10, 'svc__C': 3.334, 'svc__coef0': 0, 'svc__degree': 2, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.864809591,0.723531398,0.908819147,0.852938715,0.765165741,0.823052919,0.0681881,119
0.313963175,0.048523372,0.012084913,0.001065662,10,8.889,poly,0.1,0,3,"{'kbest__k': 10, 'svc__C': 8.889, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.819050036,0.76105987,0.776301597,0.925640334,0.829457419,0.822301851,0.057631974,120
0.301854372,0.06229911,0.014350414,0.003300035,10,8.889,poly,scale,0,3,"{'kbest__k': 10, 'svc__C': 8.889, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.819050036,0.76105987,0.776301597,0.925640334,0.829457419,0.822301851,0.057631974,120
0.395562601,0.015922371,0.015189552,0.000500009,20,5.556,poly,scale,0,3,"{'kbest__k': 20, 'svc__C': 5.556, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.819050036,0.843264621,0.778709654,0.819320742,0.848441931,0.821757397,0.024661712,122
0.388887739,0.024905417,0.011490393,0.003565467,15,10,poly,scale,0,3,"{'kbest__k': 15, 'svc__C': 10.0, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.843264621,0.853736891,0.700336295,0.859262974,0.850970965,0.821514349,0.060808122,123
0.801024437,0.216315292,0.088955641,0.035734615,20,8.889,rbf,0.1,,,"{'kbest__k': 20, 'svc__C': 8.889, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.794379373,0.910633276,0.752544488,0.828758603,0.816591831,0.820581514,0.051976324,124
0.907264853,0.235514239,0.07841897,0.02786382,20,10,rbf,0.1,,,"{'kbest__k': 20, 'svc__C': 10.0, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.794379373,0.910633276,0.752544488,0.828758603,0.816591831,0.820581514,0.051976324,124
0.649073505,0.020270499,0.050712109,0.009833372,20,4.445,rbf,0.1,,,"{'kbest__k': 20, 'svc__C': 4.445, 'svc__gamma': 0.1, 'svc__kernel': 'rbf'}",0.8181492,0.885506503,0.737274486,0.855445451,0.804834107,0.820241949,0.050247646,126
0.600890303,0.072515206,0.019990253,0.003539833,20,0.001,poly,1,0,3,"{'kbest__k': 20, 'svc__C': 0.001, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.829309991,0.870812318,0.733419456,0.833659526,0.829457419,0.819331742,0.045691467,127
0.358670044,0.012508323,0.01506362,0.000489586,20,7.778,poly,scale,0,3,"{'kbest__k': 20, 'svc__C': 7.7780000000000005, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.829309991,0.870812318,0.733419456,0.833659526,0.829457419,0.819331742,0.045691467,127
0.523476839,0.04948198,0.02763443,0.016376978,20,1.112,poly,0.1,0,3,"{'kbest__k': 20, 'svc__C': 1.1119999999999999, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.829309991,0.870812318,0.733419456,0.833659526,0.824590149,0.818358288,0.045516885,129
0.395236969,0.01923869,0.017723274,0.001874229,20,8.889,poly,scale,0,3,"{'kbest__k': 20, 'svc__C': 8.889, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.829309991,0.870812318,0.733419456,0.833659526,0.824590149,0.818358288,0.045516885,129
0.593997765,0.038167741,0.027732182,0.007542772,20,1.112,poly,scale,0,3,"{'kbest__k': 20, 'svc__C': 1.1119999999999999, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.789944214,0.85075644,0.827129129,0.778709654,0.844232911,0.81815447,0.028897163,131
0.979186201,0.368885701,0.012405634,0.002496908,10,1.112,poly,1,0,2,"{'kbest__k': 10, 'svc__C': 1.1119999999999999, 'svc__coef0': 0, 'svc__degree': 2, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.860798483,0.722523372,0.883207465,0.843634561,0.765165741,0.815065924,0.061000092,132
0.699763203,0.405131423,0.009637117,0.000594648,10,1.112,poly,1,0,3,"{'kbest__k': 10, 'svc__C': 1.1119999999999999, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.847001808,0.704138749,0.787389876,0.875860755,0.854472425,0.813772723,0.062179135,133
0.394082308,0.019835192,0.017349052,0.001817623,20,10,poly,scale,0,3,"{'kbest__k': 20, 'svc__C': 10.0, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.829309991,0.870812318,0.717945084,0.833659526,0.815160589,0.813377502,0.05113607,134
0.317916012,0.007759171,0.01351881,0.001150758,15,3.334,poly,0.1,0,3,"{'kbest__k': 15, 'svc__C': 3.334, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.843264621,0.833087576,0.69002535,0.859262974,0.836803503,0.812488805,0.061883415,135
0.994806814,0.68673722,0.011616468,0.001120929,10,2.223,poly,1,0,3,"{'kbest__k': 10, 'svc__C': 2.223, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.827619677,0.727949259,0.802071755,0.824590149,0.875860755,0.811618319,0.048255675,136
1.059443331,0.823012214,0.011522865,0.00106226,10,3.334,poly,1,0,3,"{'kbest__k': 10, 'svc__C': 3.334, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.818307602,0.73160239,0.790191669,0.824590149,0.887042077,0.810346778,0.050508067,137
0.35483036,0.012987253,0.015030909,0.000696089,20,6.667,poly,scale,0,3,"{'kbest__k': 20, 'svc__C': 6.667000000000001, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.819050036,0.843264621,0.733419456,0.819320742,0.829457419,0.808902455,0.038761998,138
0.99009037,0.598913863,0.012822437,0.001027592,10,4.445,poly,1,0,3,"{'kbest__k': 10, 'svc__C': 4.445, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.818307602,0.722191697,0.790191669,0.824590149,0.887042077,0.808464639,0.053494395,139
0.590896559,0.07893449,0.026905394,0.010928458,15,1.112,poly,scale,0,3,"{'kbest__k': 15, 'svc__C': 1.1119999999999999, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.785069105,0.832204502,0.790191669,0.859262974,0.771493259,0.807644302,0.032829324,140
0.35819788,0.019737878,0.014406347,0.001918,15,5.556,poly,0.1,0,3,"{'kbest__k': 15, 'svc__C': 5.556, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.843264621,0.813562304,0.715884429,0.847857889,0.815673627,0.807248574,0.047758819,141
0.537477922,0.0469536,0.016535282,0.005140461,20,3.334,poly,0.1,0,3,"{'kbest__k': 20, 'svc__C': 3.334, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.827619677,0.860798483,0.745241096,0.78245263,0.81998636,0.807219649,0.039760754,142
0.376041985,0.013908734,0.014687109,0.001215396,15,4.445,poly,0.1,0,3,"{'kbest__k': 15, 'svc__C': 4.445, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.83987336,0.813562304,0.695715778,0.859262974,0.815673627,0.804817609,0.057080182,143
1.554167604,0.4699176,0.01096735,0.000573531,15,4.445,poly,1,0,2,"{'kbest__k': 15, 'svc__C': 4.445, 'svc__coef0': 0, 'svc__degree': 2, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.857096811,0.891693791,0.733419456,0.81998636,0.717001244,0.803839532,0.068286608,144
1.009423113,0.648160914,0.011453819,0.003368285,10,6.667,poly,1,0,3,"{'kbest__k': 10, 'svc__C': 6.667000000000001, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.818307602,0.697977113,0.790191669,0.824590149,0.887042077,0.803621722,0.061571837,145
0.444554424,0.033551691,0.014513779,0.001394561,20,2.223,poly,0.1,0,3,"{'kbest__k': 20, 'svc__C': 2.223, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.833087576,0.874483031,0.72201121,0.78245263,0.805564812,0.803519852,0.050993512,146
0.89648695,0.537082051,0.009381723,0.000555965,10,5.556,poly,1,0,3,"{'kbest__k': 10, 'svc__C': 5.556, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.818307602,0.691994066,0.790191669,0.824590149,0.887042077,0.802425113,0.063636854,147
0.846559906,0.571939477,0.009736538,0.000991988,10,7.778,poly,1,0,3,"{'kbest__k': 10, 'svc__C': 7.7780000000000005, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.818307602,0.689032164,0.790191669,0.824590149,0.887042077,0.801832732,0.064667513,148
0.937184811,0.574711364,0.011314058,0.001834278,10,10,poly,1,0,3,"{'kbest__k': 10, 'svc__C': 10.0, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.818307602,0.689032164,0.790191669,0.824590149,0.887042077,0.801832732,0.064667513,148
1.531918144,0.434282493,0.009269381,0.001013172,15,6.667,poly,1,0,2,"{'kbest__k': 15, 'svc__C': 6.667000000000001, 'svc__coef0': 0, 'svc__degree': 2, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.853736891,0.902590692,0.690649073,0.830018619,0.717001244,0.798799304,0.081428289,150
0.834594202,0.565828242,0.009617615,0.001392411,10,8.889,poly,1,0,3,"{'kbest__k': 10, 'svc__C': 8.889, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.818307602,0.673762528,0.790191669,0.824590149,0.887042077,0.798778805,0.07005828,151
0.327102757,0.009952267,0.012073803,0.000719617,15,6.667,poly,0.1,0,3,"{'kbest__k': 15, 'svc__C': 6.667000000000001, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.813562304,0.813562304,0.72201121,0.847857889,0.79573981,0.798546704,0.041828435,152
1.582902718,0.438437489,0.009610224,0.000473153,15,5.556,poly,1,0,2,"{'kbest__k': 15, 'svc__C': 5.556, 'svc__coef0': 0, 'svc__degree': 2, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.853736891,0.889166458,0.690649073,0.81998636,0.732203393,0.797148435,0.074499816,153
0.486418152,0.047182152,0.035078335,0.002684469,5,8.889,rbf,scale,,,"{'kbest__k': 5, 'svc__C': 8.889, 'svc__gamma': 'scale', 'svc__kernel': 'rbf'}",0.758397257,0.819955237,0.805976124,0.838824235,0.756819021,0.795994375,0.033034548,154
0.339586735,0.018925117,0.013488293,0.000849982,20,4.445,poly,0.1,0,3,"{'kbest__k': 20, 'svc__C': 4.445, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.823191298,0.874483031,0.717945084,0.771786834,0.776886587,0.792858567,0.052713907,155
0.337343216,0.013485124,0.014715624,0.001601472,20,5.556,poly,scale,0,2,"{'kbest__k': 20, 'svc__C': 5.556, 'svc__coef0': 0, 'svc__degree': 2, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.800384928,0.851071986,0.726460748,0.776886587,0.808659318,0.792692713,0.040887037,156
0.602556849,0.030040679,0.025050735,0.01323903,20,3.334,poly,scale,0,2,"{'kbest__k': 20, 'svc__C': 3.334, 'svc__coef0': 0, 'svc__degree': 2, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.823290723,0.897914709,0.752585201,0.703807751,0.784526451,0.792424967,0.065701423,157
0.745409679,0.054029036,0.050730753,0.013854643,5,7.778,rbf,scale,,,"{'kbest__k': 5, 'svc__C': 7.7780000000000005, 'svc__gamma': 'scale', 'svc__kernel': 'rbf'}",0.74403437,0.819955237,0.805976124,0.829457419,0.756819021,0.791248434,0.034396117,158
0.360231352,0.018955896,0.014396238,0.001832852,15,10,poly,0.1,0,3,"{'kbest__k': 15, 'svc__C': 10.0, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.827619677,0.804188,0.726460748,0.815673627,0.781111006,0.791010612,0.035740226,159
0.345527124,0.015417889,0.013505888,0.002808932,15,7.778,poly,0.1,0,3,"{'kbest__k': 15, 'svc__C': 7.7780000000000005, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.804188,0.789944214,0.726460748,0.836803503,0.79573981,0.790627255,0.035944638,160
0.44584322,0.022015385,0.021813822,0.005396378,20,2.223,poly,scale,0,2,"{'kbest__k': 20, 'svc__C': 2.223, 'svc__coef0': 0, 'svc__degree': 2, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.832308662,0.870812318,0.737391345,0.750416687,0.76196,0.790577802,0.051845415,161
0.424087429,0.025405888,0.042604971,0.004062379,5,10,rbf,scale,,,"{'kbest__k': 5, 'svc__C': 10.0, 'svc__gamma': 'scale', 'svc__kernel': 'rbf'}",0.758397257,0.783330194,0.815160589,0.838824235,0.756819021,0.790506259,0.032124062,162
0.441345406,0.043778142,0.014632845,0.0066574,5,7.778,poly,scale,0,3,"{'kbest__k': 5, 'svc__C': 7.7780000000000005, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.779531547,0.832308662,0.7566572,0.840341723,0.742032823,0.790174391,0.039613989,163
0.789294672,0.304109902,0.015129709,0.004288429,5,8.889,poly,scale,0,3,"{'kbest__k': 5, 'svc__C': 8.889, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.779531547,0.832308662,0.7566572,0.840341723,0.742032823,0.790174391,0.039613989,163
0.580854464,0.036285159,0.018823767,0.007786995,15,1.112,poly,1,0,3,"{'kbest__k': 15, 'svc__C': 1.1119999999999999, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.833087576,0.799380788,0.695715778,0.815673627,0.805976124,0.789966779,0.048473537,165
0.436219025,0.036968274,0.013095427,0.001294644,15,2.223,poly,1,0,3,"{'kbest__k': 15, 'svc__C': 2.223, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.833087576,0.799380788,0.695715778,0.815673627,0.805976124,0.789966779,0.048473537,165
0.358621168,0.019795651,0.013095284,0.00136346,15,3.334,poly,1,0,3,"{'kbest__k': 15, 'svc__C': 3.334, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.833087576,0.799380788,0.695715778,0.815673627,0.805976124,0.789966779,0.048473537,165
0.35141983,0.025948903,0.01145339,0.000482073,15,4.445,poly,1,0,3,"{'kbest__k': 15, 'svc__C': 4.445, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.833087576,0.799380788,0.695715778,0.815673627,0.805976124,0.789966779,0.048473537,165
0.372164726,0.02444111,0.011181784,0.000986483,15,5.556,poly,1,0,3,"{'kbest__k': 15, 'svc__C': 5.556, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.833087576,0.799380788,0.695715778,0.815673627,0.805976124,0.789966779,0.048473537,165
0.36768074,0.019894029,0.012305021,0.001325915,15,6.667,poly,1,0,3,"{'kbest__k': 15, 'svc__C': 6.667000000000001, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.833087576,0.799380788,0.695715778,0.815673627,0.805976124,0.789966779,0.048473537,165
0.368531847,0.025005683,0.011790037,0.00072811,15,7.778,poly,1,0,3,"{'kbest__k': 15, 'svc__C': 7.7780000000000005, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.833087576,0.799380788,0.695715778,0.815673627,0.805976124,0.789966779,0.048473537,165
0.349564457,0.02590504,0.01074729,0.000413891,15,8.889,poly,1,0,3,"{'kbest__k': 15, 'svc__C': 8.889, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.833087576,0.799380788,0.695715778,0.815673627,0.805976124,0.789966779,0.048473537,165
0.400289774,0.023891147,0.015915489,0.003554975,15,10,poly,1,0,3,"{'kbest__k': 15, 'svc__C': 10.0, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.833087576,0.799380788,0.695715778,0.815673627,0.805976124,0.789966779,0.048473537,165
0.348343229,0.012423728,0.013707685,0.001445894,20,5.556,poly,0.1,0,3,"{'kbest__k': 20, 'svc__C': 5.556, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.813562304,0.874483031,0.702263483,0.771786834,0.776886587,0.787796448,0.056337668,174
0.337122059,0.020821156,0.013209629,0.000638983,20,7.778,poly,scale,0,2,"{'kbest__k': 20, 'svc__C': 7.7780000000000005, 'svc__coef0': 0, 'svc__degree': 2, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.791753811,0.874483031,0.710991182,0.753034806,0.808659318,0.78778443,0.054905198,175
0.373764992,0.029510112,0.013893986,0.00136215,15,8.889,poly,0.1,0,3,"{'kbest__k': 15, 'svc__C': 8.889, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.809232881,0.789944214,0.715884429,0.826081176,0.79573981,0.787376502,0.03785078,176
0.624513435,0.065387682,0.012884474,0.001127151,5,10,poly,scale,0,3,"{'kbest__k': 5, 'svc__C': 10.0, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.779531547,0.832308662,0.7566572,0.826081176,0.742032823,0.787322281,0.036271764,177
0.469423819,0.024405309,0.023684597,0.015039771,20,1.112,poly,0.1,0,2,"{'kbest__k': 20, 'svc__C': 1.1119999999999999, 'svc__coef0': 0, 'svc__degree': 2, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.814494616,0.859976224,0.741743507,0.738092757,0.777933939,0.786448209,0.046048285,178
0.3837183,0.056697839,0.014291906,0.001152184,20,4.445,poly,scale,0,2,"{'kbest__k': 20, 'svc__C': 4.445, 'svc__coef0': 0, 'svc__degree': 2, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.814494616,0.859976224,0.741743507,0.738092757,0.777933939,0.786448209,0.046048285,178
1.706555891,0.471762386,0.010129881,0.000840935,15,7.778,poly,1,0,2,"{'kbest__k': 15, 'svc__C': 7.7780000000000005, 'svc__coef0': 0, 'svc__degree': 2, 'svc__gamma': 1, 'svc__kernel': 'poly'}",0.857096811,0.881106046,0.670227932,0.805564812,0.717001244,0.786199369,0.080804084,180
0.345941305,0.012857358,0.013622522,0.000828934,20,6.667,poly,0.1,0,3,"{'kbest__k': 20, 'svc__C': 6.667000000000001, 'svc__coef0': 0, 'svc__degree': 3, 'svc__gamma': 0.1, 'svc__kernel': 'poly'}",0.813562304,0.864809591,0.702263483,0.771786834,0.776886587,0.78586176,0.053417992,181
0.486690903,0.026202485,0.032892418,0.026802603,20,1.112,poly,scale,0,2,"{'kbest__k': 20, 'svc__C': 1.1119999999999999, 'svc__coef0': 0, 'svc__degree': 2, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.823290723,0.843264621,0.74166934,0.750416687,0.770040544,0.785736383,0.040387055,182
0.336958408,0.012613054,0.013479614,0.000708801,20,6.667,poly,scale,0,2,"{'kbest__k': 20, 'svc__C': 6.667000000000001, 'svc__coef0': 0, 'svc__degree': 2, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.791753811,0.855384443,0.700336295,0.767833298,0.808659318,0.784793433,0.051032876,183
